Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,Molecular Weight,Assay Organism
CHEMBL450424,C#CCCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,500000.0,nM,284.36,Escherichia coli
CHEMBL176,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,1.56,ug.mL-1,483.52,Escherichia coli
CHEMBL4438772,CC(C)CCOc1ccc2ccccc2c1-c1c(OCc2cn([C@H](CCCNC(=N)N)C(=O)NCCc3ccccc3)nn2)ccc2ccccc12.Cl,32.0,ug.mL-1,734.34,Escherichia coli
CHEMBL3234392,CCCc1cc(O)cc2c1Oc1cc(O)c(Cl)c(CCC)c1C(=O)O2,128.0,ug.mL-1,362.81,Escherichia coli
CHEMBL437768,N[C@H]1CCN(c2cc3c(cc2F)c(=O)n(N)c(=O)n3CC2CC2)C1,64.0,ug.mL-1,333.37,Escherichia coli
CHEMBL372714,NCC1CCC(N)C(OC2C(N)CC(NC(=O)[C@H](N)CCCN=C(N)N)C(C3OC(CO)C(O)C(N)C3O)C2O)O1,100.0,ug.mL-1,591.71,Escherichia coli
CHEMBL1807976,Cc1ccc(C(=O)/C=C/c2ccc(/C=C3\SC(=O)N(Cc4ccc(C(=O)O)cc4)C3=O)cc2)c(C)c1,64.0,ug.mL-1,497.57,Escherichia coli
CHEMBL3236520,C/C(NCCOc1ccccc1)=C1\C(=O)N2[C@H](C(C)(C)C)OC[C@@]2(C)C1=O,32.0,ug.mL-1,372.47,Escherichia coli
CHEMBL1771472,CC(=S)NC[C@H]1CN(c2ccc(-c3nnc4ncccn34)cc2)C(=O)O1,16.0,ug.mL-1,368.42,Escherichia coli
CHEMBL199977,CC1=C(O)C(C)(Cc2c(Cl)cccc2Cl)SC1=O,1000000.0,nM,303.21,Escherichia coli
CHEMBL292202,O=C(CN1Cc2c(Cl)cccc2N(CCCc2ccccc2)S1(=O)=O)NO,64.0,ug.mL-1,409.9,Escherichia coli
CHEMBL3235647,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,12.5,ug.mL-1,654.6,Escherichia coli
CHEMBL3287746,CC1=NN(C(=O)c2cc3ccccc3oc2=O)C(=O)C1CNc1ccc([N+](=O)[O-])cc1,118.96,10'-3uM/ml,420.38,Escherichia coli
CHEMBL3252126,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(O)c3ccccc3)[C@H]2CC1,1.56,ug.mL-1,444.47,Escherichia coli
CHEMBL4436288,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)NCCCNCCCCNCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,9.75,nM,741.11,Escherichia coli
CHEMBL3287168,C=C[C@]1(C)C[C@@H](OC(=O)CSc2nnc(NC(=O)CN3CCN(C)CC3)s2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,16.0,ug.mL-1,633.88,Escherichia coli
CHEMBL394996,C=CCNC(=O)O[C@@H]1[C@H](C)[C@@H](OC)/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(N2CCOCC2)=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H]1C)C4=O,4.0,ug.mL-1,821.92,Escherichia coli
CHEMBL1935332,O=C(O)CN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Br)cc2)SC1=S,64.0,ug.mL-1,500.4,Escherichia coli
CHEMBL3250620,C/C(=N\c1ccc(C)cc1)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl,25.0,ug.mL-1,537.01,Escherichia coli
CHEMBL3250623,C/C(=N\c1ccc(S(N)(=O)=O)cc1)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl,6.2,ug.mL-1,602.07,Escherichia coli
CHEMBL519707,CCCC1CCCCCCCCCCCC#Cc2cc(O)c1c(O)c2,10.0,ug,342.52,Escherichia coli
CHEMBL1910216,COc1cc2c(cc1OC)C1=NN(C(N)=O)C(c3ccc(F)cc3)C1C2,8.0,ug.mL-1,355.37,Escherichia coli
CHEMBL1935345,O=C(O)CCCCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)SC1=S,64.0,ug.mL-1,512.06,Escherichia coli
CHEMBL1747,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,1.95,ug.mL-1,467.52,Escherichia coli
CHEMBL409812,CCCCCCCCCCCCCC(=O)NCc1ccc(C(=O)N[C@H](C(=O)O)[C@@H](C)CC)cc1,380.0,ug.mL-1,474.69,Escherichia coli
CHEMBL259024,CCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)N[C@H](C(=O)O)[C@@H](C)CC)cc1,60.0,ug.mL-1,460.66,Escherichia coli
CHEMBL3236350,CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,8000.0,nM,1632.09,Escherichia coli
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,4096.0,ug.mL-1,384.44,Escherichia coli
CHEMBL68096,COc1ccc2[nH]c3c(C)c4cc[n+](C)cc4c(C)c3c2c1.[I-],8.0,ug.mL-1,418.28,Escherichia coli
CHEMBL1807146,COc1cc(O)c(C)c(-c2cc3c(O)cc(OC)cc3o2)c1,125.0,ug.mL-1,300.31,Escherichia coli
CHEMBL458180,C/C(=N/OC(=O)c1ccc(Cl)cc1)N1N=C(c2ccc(Cl)cc2Cl)CC1c1ccc(C(F)(F)F)cc1,50.0,ug.mL-1,554.78,Escherichia coli
CHEMBL517928,C/C(=N/OC(=O)c1ccc(C(F)(F)F)cc1)N1N=C(c2ccc(Cl)cc2Cl)CC1c1ccc(C(F)(F)F)cc1,50.0,ug.mL-1,588.34,Escherichia coli
CHEMBL517027,C=CC1(C)CCNc2c3c(C(F)(F)F)cc(-c4ccccc4)c(C#N)c3nn21,150.0,ug.mL-1,382.39,Escherichia coli
CHEMBL3250596,C/C(=N\N1CCOC1=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl,25.0,ug.mL-1,531.95,Escherichia coli
CHEMBL465044,N#Cc1c(-c2ccccc2)cc(C(F)(F)F)c2c3n(nc12)[C@@]1(c2ccccc2)CCCC[C@H]1CN3,37.5,ug.mL-1,472.51,Escherichia coli
CHEMBL260847,C[C@H](CO)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3N.Cl,12.5,ug.mL-1,386.02,Escherichia coli
CHEMBL4207287,O=C1CS/C(=N/N=C\c2ccc3c(c2)OCO3)N1C(=O)c1ccccc1,256.0,ug.mL-1,367.39,Escherichia coli
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,512.0,ug.mL-1,517.56,Escherichia coli
CHEMBL270081,N#CC1=C(O)[C@@H](Cc2ccccc2)N(Cc2ccccc2)C1=O,200.0,ug.mL-1,304.35,Escherichia coli
CHEMBL408531,CNCCn1ccc2c1ccc[n+]2CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O[C@@H](C)C(=O)O)c3nc(N)sc3Cl)[C@H]2SC1,2.0,ug.mL-1,663.14,Escherichia coli
CHEMBL2296679,O=C1S/C(=C\c2ccc(S(=O)(=O)Nc3nc(-c4ccccc4)cs3)cc2)C(=O)N1C(=O)c1cccc([N+](=O)[O-])c1,62.5,ug.mL-1,592.64,Escherichia coli
CHEMBL2436991,N#Cc1c(Cl)c(Cl)c(Nc2ccc(Nc3ccccc3)c3c(=O)[nH]cnc23)c(C#N)c1Cl,250.0,ug.mL-1,481.73,Escherichia coli
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,16.0,ug.mL-1,319.34,Escherichia coli
CHEMBL240662,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(N2CCOCC2)=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)N2CCC(NCc3ccccc3)CC2)[C@@H]1C)C4=O,8.0,ug.mL-1,955.12,Escherichia coli
CHEMBL396406,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(N2CCOCC2)=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)N2CCOCC2)[C@@H]1C)C4=O,31.0,ug.mL-1,851.95,Escherichia coli
CHEMBL457781,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@](O)(CCN(C)C)c1cccc2ccccc12,32.0,ug.mL-1,555.52,Escherichia coli
CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,,306.28,Escherichia coli
CHEMBL3112633,Cl.N#Cc1c(NC(=O)c2cc(OCCCNC(=N)N)ccc2Cl)sc2c1CCCC2,32.0,ug.mL-1,468.41,Escherichia coli
CHEMBL483463,O=c1cc(-c2ccc3c(c2)OCCO3)oc2cc(OCCNCc3ccccc3)cc(O)c12,12.5,ug.mL-1,445.47,Escherichia coli
CHEMBL2086419,O=C(/C=C/c1ccc(/C=C2\SC(=S)N([C@@H](Cc3ccccc3)C(=O)O)C2=O)cc1)c1ccc2ccccc2c1,64.0,ug.mL-1,549.67,Escherichia coli
CHEMBL573150,CC1=C(C(=O)OC(C)C)C(c2ccccc2)NC(=O)N1,200.0,ug.mL-1,274.32,Escherichia coli
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.25,ug.mL-1,444.44,Escherichia coli
CHEMBL572506,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c(C(C)(C)C)n1)C(=O)NCc1ccccc1,200.0,ug.mL-1,586.74,Escherichia coli
CHEMBL583062,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c(C2CCCCC2)n1)C(=O)NCc1ccccc1,200.0,ug.mL-1,612.77,Escherichia coli
CHEMBL560717,COc1ccc(C(=O)NC(c2ccc(OC)c(OC)c2)c2cc(Cl)c3cccnc3c2O)cc1,64.0,ug.mL-1,478.93,Escherichia coli
CHEMBL560258,COc1cccc(C(=O)NC(/C=C/c2ccccc2)c2cc(Cl)c3cccnc3c2O)c1,32.0,ug.mL-1,444.92,Escherichia coli
CHEMBL2088952,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C\c2ccc(OCc3ccc(Cl)cc3Cl)cc2)SC1=S,64.0,ug.mL-1,544.48,Escherichia coli
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,12.5,ug.mL-1,444.44,Escherichia coli
CHEMBL2088959,O=C1NC(=S)NC(=O)C1=Cc1ccc(/C=C/C(=O)c2ccccc2Cl)cc1,64.0,ug.mL-1,396.86,Escherichia coli
CHEMBL3246137,Nc1nc(N)c2c(Cl)c([S+]([O-])c3ccc4ccccc4c3)ccc2n1,25.0,ug.mL-1,368.85,Escherichia coli
CHEMBL4447145,Cc1cccc(N(C(=O)c2ccncc2)C(C(=O)NC2CCCCC2)c2cccnc2)c1C,50000.0,nM,442.56,Escherichia coli
CHEMBL4066312,Cc1ccc2cc(C3SCC(=O)N3NC(=O)c3ccncc3)c3nnnn3c2c1,246650000.0,nM,405.44,Escherichia coli
CHEMBL526372,C=C(C(CC1OC1(C)C)OC(=O)/C(C)=C\C)[C@H]1C[C@H]2O[C@@]2(C)[C@@H](OC(=O)/C(C)=C\C)[C@H]1OC(=O)/C(C)=C\C,62.5,ug.mL-1,530.66,Escherichia coli
CHEMBL3093088,O/N=C/c1n(Cc2ccccc2)cc[n+]1-c1ccc(F)cc1.[Br-],1.56,ug.mL-1,376.23,Escherichia coli
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.25,ug.mL-1,299.35,Escherichia coli
CHEMBL3091758,Cc1nc(SCC(=O)c2ccc(Cl)cc2)n(Nc2ccc(Cl)cc2)c1C,800.0,ug.mL-1,406.34,Escherichia coli
CHEMBL3099506,Cc1c(-c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)c(-c2ccc([N+](=O)[O-])cc2)nn1-c1ccccc1,25.0,ug.mL-1,468.43,Escherichia coli
CHEMBL3099515,COc1cc(-c2nn(-c3ccccc3)c(C)c2-c2nnc(-c3ccccc3)o2)cc(OC)c1OC,25.0,ug.mL-1,468.51,Escherichia coli
CHEMBL3092158,CCCC1=NOC(CCCCCCCCC(=O)OC)C1,100.0,ug.mL-1,283.41,Escherichia coli
CHEMBL4061567,N=C(c1ccc2cc(-c3ccc(Oc4ccc(-c5cc6ccc(C(=N)N7CCCCC7)cc6[nH]5)cc4)cc3)[nH]c2c1)N1CCCCC1,128.0,ug.mL-1,620.8,Escherichia coli
CHEMBL4064032,O=[N+]([O-])c1cc(-c2nnc(SCc3ccc(Cl)cc3)o2)cc([N+](=O)[O-])c1,500000.0,nM,392.78,Escherichia coli
CHEMBL4087305,CC1CCN(C(=N)c2ccc3cc(-c4ccc(Oc5ccc(-c6cc7ccc(C(=N)N8CCC(C)CC8)cc7[nH]6)cc5)cc4)[nH]c3c2)CC1,128.0,ug.mL-1,648.85,Escherichia coli
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.12,ug.mL-1,361.37,Escherichia coli
CHEMBL394896,c1ccc(-c2c[nH]c3ccccc23)cc1,156.0,ug.mL-1,193.25,Escherichia coli
CHEMBL583031,CC(=O)N1N=C(c2nc(C(C)C)cs2)OC1c1ccc(N(C)C)cc1,16.0,ug.mL-1,358.47,Escherichia coli
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,16.0,ug.mL-1,319.34,Escherichia coli
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.0,ug.mL-1,349.41,Escherichia coli
CHEMBL3099714,OCCNc1cc(-c2n[nH]c3cnccc23)nc(C(F)(F)F)c1,128.0,ug.mL-1,323.28,Escherichia coli
CHEMBL569439,CSc1nn(-c2nnc(-c3ccccc3)c(-c3ccccc3)n2)c2nc(-c3ccccc3)c3c(C)c(C#N)c(N)nc3c12,25.0,ug.mL-1,577.68,Escherichia coli
CHEMBL569187,N#Cc1c(N)nn2c(N)c3c(nc12)n(-c1nnc(-c2ccccc2)c(-c2ccccc2)n1)n1c(=O)c2ccccc2nc31,100.0,ug.mL-1,562.56,Escherichia coli
CHEMBL567803,C[C@H]1NCCn2cc(-c3ccc4c(c3OC(F)F)N(C3CC3)CC(C(=O)O)C4=O)cc21,4.0,ug.mL-1,431.44,Escherichia coli
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,8.5,ug.mL-1,349.41,Escherichia coli
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.25,ug.mL-1,323.13,Escherichia coli
CHEMBL570736,Cc1cnc(Cl)c(/C=C\CO)c1,75.0,ug.mL-1,183.64,Escherichia coli
CHEMBL4094493,O=C1CCSC(c2ccccc2)N1CCNc1ccnc2cc(Cl)ccc12,500.0,ug.mL-1,397.93,Escherichia coli
CHEMBL4088021,Cc1cccc(C(=O)NNC(=O)c2ccc(-n3cccc3)cc2)c1,12.5,ug.mL-1,319.36,Escherichia coli
CHEMBL4087110,Cc1ccccc1C(=O)NNC(=O)c1ccc(-n2cccc2)cc1,12.5,ug.mL-1,319.36,Escherichia coli
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1.5,ug.mL-1,384.44,Escherichia coli
CHEMBL15511,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,32.0,ug.mL-1,359.4,Escherichia coli
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,32.0,ug.mL-1,546.59,Escherichia coli
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,16.0,ug.mL-1,361.37,Escherichia coli
CHEMBL571962,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1OCc1ccc2ccccc2c1,32.0,ug.mL-1,602.73,Escherichia coli
CHEMBL572242,COc1ccc2[nH]c(-c3cc(OC)c(OC)c(OC)c3)cc2c1,625.0,ug.mL-1,313.35,Escherichia coli
CHEMBL594401,CCN(CC)CCCOc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,50.0,ug.mL-1,367.45,Escherichia coli
CHEMBL565898,Cc1c2c(nn1CC(=O)N/N=C/c1ccc(Cl)cc1)-c1ccccc1S(=O)(=O)N2C,200.0,ug.mL-1,443.92,Escherichia coli
CHEMBL4066757,O=[N+]([O-])c1cc(-c2nnc(SCc3ccc(Br)cc3)o2)cc([N+](=O)[O-])c1,125000.0,nM,437.23,Escherichia coli
CHEMBL4080883,N=C(NC1CCCCC1)c1ccc2cc(-c3ccc(Oc4ccc(-c5cc6ccc(C(=N)NC7CCCCC7)cc6[nH]5)cc4)cc3)[nH]c2c1,64.0,ug.mL-1,648.85,Escherichia coli ATCC 25922
CHEMBL3086186,O=[N+]([O-])c1c[nH]c(-c2nnc(C3(c4ccccc4)CC3)o2)c1,1.56,ug.mL-1,296.29,Escherichia coli
CHEMBL3098265,Fc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)cc1,25.0,ug.mL-1,300.32,Escherichia coli
CHEMBL540229,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)Nc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,8.0,ug.mL-1,1014.31,Escherichia coli
CHEMBL556327,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,100.0,ug.mL-1,1467.82,Escherichia coli
CHEMBL561,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.064,ug.mL-1,351.35,Escherichia coli
CHEMBL4074519,N=C(c1ccc2cc(-c3ccc(Oc4ccc(-c5cc6ccc(C(=N)N7CCOCC7)cc6[nH]5)cc4)cc3)[nH]c2c1)N1CCOCC1,64.0,ug.mL-1,624.74,Escherichia coli
CHEMBL1224808,COc1cc(O)c2c(c1O)C(=O)c1cc(C)ccc1C2=O,200000.0,nM,284.27,Escherichia coli
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.008,ug.mL-1,361.37,Escherichia coli
CHEMBL1275820,CC(C)c1csc(-c2nnc3sc(S)nn23)n1,62.5,ug.mL-1,283.41,Escherichia coli
CHEMBL1275844,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(SC)cc4)c(=O)oc3c2Cl)OC1(C)C,8.0,ug.mL-1,659.11,Escherichia coli
CHEMBL1276321,COc1cc(-c2nnc(-c3ccccc3COc3ccccc3C)o2)cc(OC)c1OC,6.25,ug.mL-1,432.48,Escherichia coli
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.016,ug.mL-1,383.47,Escherichia coli
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,2.0,ug.mL-1,232.24,Escherichia coli
CHEMBL238838,COc1cc(OC)c(C2CCN(C)CC2)cc1C(=O)/C=C/c1ccccc1F,100000.0,nM,383.46,Escherichia coli
CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0.25,ug.mL-1,475.59,Escherichia coli
CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,256.0,ug.mL-1,1390.73,Escherichia coli
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,2048.0,ug.mL-1,384.44,Escherichia coli
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.25,ug.mL-1,585.66,Escherichia coli
CHEMBL1275846,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)/C=C/c4ccccc4)c(=O)oc3c2Cl)OC1(C)C,32.0,ug.mL-1,639.06,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.5,ug.mL-1,331.35,Escherichia coli
CHEMBL158504,COC(=O)c1ccc(/N=C(\S)Nc2ccc(/N=C(/S)Nc3ccc(C(=O)OC)c(O)c3)cc2)cc1O,512.0,ug.mL-1,526.6,Escherichia coli
CHEMBL1277265,NNc1ncnc2c1cc(-c1ccccc1)n2-c1ccccc1,2500.0,ug.mL-1,301.35,Escherichia coli
CHEMBL1276770,Cc1ccc(C2Nn3c(nnc3-c3nc(C(C)C)cs3)S2)cc1,125.0,ug.mL-1,343.48,Escherichia coli
CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,16.0,ug.mL-1,435.44,Escherichia coli
CHEMBL1271594,CCC(=O)NC1=NN(C(=O)CC)C2(S1)C1CCCC2C(c2ccc(C)cc2)NC1c1ccc(C)cc1,25.0,ug.mL-1,504.7,Escherichia coli
CHEMBL1276371,CCSc1nnc(-c2ccccc2COc2cccc(C)c2)o1,25.0,ug.mL-1,326.42,Escherichia coli
CHEMBL1275653,CCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(N)=O,6000.0,nM,835.28,Escherichia coli
CHEMBL1276704,Clc1ccc(OCc2ccccc2-c2nnc(-c3ccccc3)o2)cc1,25.0,ug.mL-1,362.82,Escherichia coli
CHEMBL1276524,Clc1ccc(OCc2ccccc2-c2nnc(-c3cccc4ncccc34)o2)cc1,25.0,ug.mL-1,413.86,Escherichia coli
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0.064,ug.mL-1,319.34,Escherichia coli
CHEMBL2260458,COc1ccc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)N/N=C\c3ccc(O)cc3)cn4C3CC3)CC2)cc1,500.0,ug.mL-1,555.61,Escherichia coli
CHEMBL394431,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c(F)c(F)c(F)c(F)c2F)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,256.0,ug.mL-1,1360.45,Escherichia coli
CHEMBL4283200,CC(C)[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H]([C@H](O)C(C)C)NC(=O)C2=CC3=C4CCCC4=C4C=C(S[C@]4(C)[C@@]3(C)S2)C(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H]([C@H](O)C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,195000.0,nM,1312.71,Escherichia coli
CHEMBL477184,CC(C)(C)OC(=O)NCCC(=O)NCCC(=O)NCCC(=O)NCCC(=O)OCc1ccccc1,128.0,ug.mL-1,492.57,Escherichia coli
CHEMBL476354,CC(C)(C)OC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,64.0,ug.mL-1,346.34,Escherichia coli
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,32.0,ug.mL-1,455.47,Escherichia coli
